AREA (KM2)	VOLUME (HM3)	VOLUME (M3)	Afluência (m³/s)	Defluência (m³/s)
111.5557545	4690.476554	4690476554	438	438
112.2278342	4725.439735	4725439735	429.63	0
111.4719581	4686.118948	4686118948	378.67	862
110.3245598	4626.489371	4626489371	361.92	1100
108.7743007	4546.036901	4546036901	349.1	1330
107.4237199	4476.055561	4476055561	341.39	1190
105.7835444	4391.207896	4391207896	294.07	1320
104.2419888	4311.604534	4311604534	295.12	1270
103.5865528	4277.801646	4277801646	282.32	691
102.1869585	4205.707238	4205707238	254.26	1120
100.4141323	4114.561161	4114561161	246.11	1360
98.89410488	4036.571029	4036571029	315.37	1270
97.71347094	3976.09841	3976098410	388.75	1120
98.15019032	3998.456667	3998456667	1082.19	808
99.33482806	4059.168478	4059168478	1338	591
100.7047377	4129.488485	4129488485	1076.33	218
100.6465656	4126.499972	4126499972	923.62	972
100.3174055	4109.59385	4109593850	824	1030
99.58459168	4071.980336	4071980336	771	1230
98.836729	4033.630093	4033630093	729	1200
98.28339909	4005.278927	4005278927	601	950
98.60747844	4021.881463	4021881463	575	371
98.89410488	4036.571029	4036571029	516.25	335
97.88418473	3984.836756	3984836756	404	1040
96.6187433	3920.108822	3920108822	353.19	1140
95.3844063	3857.076572	3857076572	350.14	1130
94.07001742	3790.072657	3790072657	323.7	1170
92.78771543	3724.822668	3724822668	342.41	1160
91.91616951	3680.542086	3680542086	432.56	977
92.13346696	3691.577088	3691577088	482.11	346
91.42868281	3655.798794	3655798794	410.64	853
90.44177311	3605.760773	3605760773	478.26	1080
89.94248908	3580.474306	3580474306	682.13	990
89.19752404	3542.780802	3542780802	647.89	1120
88.40460375	3502.708305	3502708305	591	1070
88.28174795	3496.503859	3496503859	589	664
88.7915756	3522.25888	3522258880	580.8	272
88.43972948	3504.482439	3504482439	508.04	721
87.91396611	3477.937344	3477937344	447.56	767
87.23406257	3443.642624	3443642624	459.58	870
86.28209345	3395.687625	3395687625	412.75	969
85.30395083	3346.491868	3346491868	361.56	953
84.45297219	3303.757109	3303757109	348.53	852
84.11441616	3286.772513	3286772513	323.61	525
83.05479209	3233.677561	3233677561	297.9	917
81.98891327	3180.368749	3180368749	340.5	967
80.81883629	3121.966191	3121966191	273.52	966
79.51594102	3057.082719	3057082719	206.83	986
78.34128104	2998.722967	2998722967	290.05	986
77.57625581	2960.786658	2960786658	332.44	788
77.49689988	2956.854824	2956854824	353.04	391
76.99051106	2931.779597	2931779597	363.88	664
76.23574433	2894.452987	2894452987	345	795
75.4711904	2856.701491	2856701491	338.87	795
74.51234824	2809.442311	2809442311	329.67	913
73.91407708	2780.004055	2780004055	321.36	679
73.85292793	2776.997334	2776997334	372.57	400
74.189736	2793.563259	2793563259	359.01	167
75.12986497	2839.8673	2839867300	605.74	42.2
76.50239786	2907.633629	2907633629	819.21	0
78.05371482	2984.456323	2984456323	977.42	54.5
79.72654864	3067.560089	3067560089	1008.97	17.3
81.47643742	3154.774003	3154774003	1055.94	21.1
83.35648633	3248.784706	3248784706	1105.32	0
85.37231294	3349.927554	3349927554	1187.73	0
87.16455775	3440.138857	3440138857	1229.44	163
89.21520618	3543.674979	3543674979	1271.13	31.2
91.68120627	3668.613889	3668613889	1530.56	0
94.56821694	3815.45521	3815455210	1825.46	0
97.42945142	3961.564573	3961564573	1811.46	0
99.20053725	4052.281573	4052281573	1730.51	615
101.7562044	4183.542881	4183542881	1640.54	43.9
102.7174991	4233.021805	4233021805	1565.65	966
102.9539638	4245.201606	4245201606	1428.61	1280
102.8356799	4239.108626	4239108626	1315.69	1390
102.6584472	4229.980703	4229980703	1278.54	1390
102.7174991	4233.021805	4233021805	1357.15	1320
102.7174991	4233.021805	4233021805	1260	1260
104.3814234	4318.798926	4318798926	1326.09	285
104.4412243	4321.88482	4321884820	1267.5	1230
104.4811059	4323.942944	4323942944	1385	1360
104.3614955	4317.770639	4317770639	1265	1340
104.0032862	4299.290913	4299290913	1136.39	1360
103.7649977	4287.002055	4287002055	1051.39	1200
103.1315828	4254.35263	4254352630	963.7	1360
102.894809	4242.154346	4242154346	871.39	1020
102.0105741	4196.630031	4196630031	806.3	1360
101.0348616	4146.452209	4146452209	704.68	1310
99.89264759	4087.78789	4087787890	646.23	1360
98.66475315	4024.816354	4024816354	556.74	1330
97.48620501	3964.468335	3964468335	518.56	1260
96.28090636	3902.84658	3902846580	508.43	1270
96.09360835	3893.279685	3893279685	518.94	637
94.79028383	3826.774838	3826774838	473.61	1300
93.68391542	3770.413429	3770413429	487.69	1190
92.47832396	3709.097065	3709097065	514.72	1280
91.32062145	3650.316332	3650316332	554.07	1280
90.12056192	3589.490702	3589490702	597.06	1340
89.07382426	3536.526041	3536526041	564.05	1210
89.71139736	3568.77702	3568777020	622.06	229
89.00319772	3532.955413	3532955413	604.35	1040
88.28174795	3496.503859	3496503859	613.43	1050
87.72178819	3468.240023	3468240023	739.26	1080
86.97363873	3430.516562	3430516562	671.85	1120
86.21317197	3392.218617	3392218617	666.76	1120
85.68046393	3365.419201	3365419201	650.37	969
85.38941005	3350.786867	3350786867	651.82	823
84.69058476	3315.683448	3315683448	647.15	1060
83.96240729	3279.149771	3279149771	638.06	1070
82.90426091	3226.142797	3226142797	602.18	1220
81.79024131	3170.443597	3170443597	584.79	1240
81.13068374	3137.519373	3137519373	859.84	1250
80.96643788	3129.326609	3129326609	869.43	967
81.6414813	3163.014251	3163014251	803.88	404
81.55892714	3158.892209	3158892209	724.27	773
81.82332748	3172.096252	3172096252	712.02	556
81.41049204	3151.482198	3151482198	755.25	999
81.04852868	3133.421079	3133421079	805.42	1020
80.8352262	3122.783404	3122783404	973.15	1100
81.31165122	3146.549088	3146549088	1072.87	790
82.95441459	3228.652993	3228652993	1190.48	223
83.64219444	3263.098685	3263098685	1171.08	769
83.79375675	3270.694837	3270694837	1168.31	1080
84.23279169	3292.710031	3292710031	1155.1	897
84.40212203	3301.205444	3301205444	1120.69	1020
84.46992748	3304.607976	3304607976	1090	1050
85.62904614	3362.833728	3362833728	1087.72	403
86.9389607	3428.769111	3428769111	971.48	190
87.02567568	3433.138925	3433138925	915.5	864
86.78304095	3420.91341	3420913410	836.79	981
86.38555504	3400.895866	3400895866	763.08	1000
86.10986908	3387.019831	3387019831	835.19	1000
85.78337072	3370.59439	3370594390	834.28	1030
85.73190545	3368.006088	3368006088	763.1	794
86.35105726	3399.159155	3399159155	700.83	330
86.23039837	3393.085632	3393085632	698.89	771
86.00666134	3381.826713	3381826713	631.09	765
85.69760847	3366.28134	3366281340	631.05	816
85.33812662	3348.209397	3348209397	592.54	804
85.09911707	3336.199857	3336199857	616.03	757
84.91168534	3326.78532	3326785320	617.24	728
85.32103741	3347.350554	3347350554	616.67	375
85.03092329	3332.774198	3332774198	579.82	751
84.50384592	3306.310177	3306310177	577.85	890
84.01305339	3281.689284	3281689284	532.22	824
83.39005997	3250.466377	3250466377	505.15	868
